file,model,table,description,lineageTag
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\LocalDateTable_f8c9f77a-29fe-44f3-98f5-8f27983a01fc.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,LocalDateTable_f8c9f77a-29fe-44f3-98f5-8f27983a01fc,System: Auto-generated date table used by Power BI for local date hierarchies.,693b8772-29c2-41eb-9396-6b5f371182d4
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\LocalDateTable_fb0fca32-b454-41cd-84fa-153aca6b86b8.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,LocalDateTable_fb0fca32-b454-41cd-84fa-153aca6b86b8,System: Auto-generated date table used by Power BI for local date hierarchies.,7d2ef44b-c05c-4d74-baf9-681fba833e40
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\LocalDateTable_fce9eb30-8d54-4988-8dee-82919042a3c4.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,LocalDateTable_fce9eb30-8d54-4988-8dee-82919042a3c4,System: Auto-generated date table used by Power BI for local date hierarchies.,96525e37-3c96-4778-bcff-97472a045d28
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\LocalDateTable_fdd4e3a5-c429-413b-90c0-7eca8a366125.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,LocalDateTable_fdd4e3a5-c429-413b-90c0-7eca8a366125,System: Auto-generated date table used by Power BI for local date hierarchies.,350efa21-31da-4787-a4eb-3bbfa1b9ea9e
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\LocalDateTable_fedec804-f827-40df-a95f-eafad828a8c3.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,LocalDateTable_fedec804-f827-40df-a95f-eafad828a8c3,System: Auto-generated date table used by Power BI for local date hierarchies.,d84c1c88-abab-4e52-b53e-909766a5b6a8
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,CRM entity for account records enriched with TrueAI predictive insights.,a6327903-d2c7-49aa-94b9-d45c52607f22
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\act_capture_level_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,act_capture_level_summary,"One row per act_capture_level_summary record. Source fields include CRM, System prefixes. Related to LocalDateTable_6abe9e27-1c5a-4473-94ac-6a8060308a51 (_sys_filter_end_date -> Date), cal_end_dates (_sys_filter_start_date -> date). Supports measures such as meas.act_capt_act_per_step_avg, meas.act_capt_dur_per_step_avg.",b2717458-96a3-4785-97f7-099181ed5d0d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\act_time_alloc_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,act_time_alloc_summary,"One row per act_time_alloc_summary record. Source fields include System prefixes. Related to users (_sys_user_id -> _sys_doc_id), LocalDateTable_c75e9ce6-4e49-45c8-97b0-76b4296cfd97 (_sys_filter_start_date -> Date), LocalDateTable_b4b23882-ded4-4b7b-b035-01cc51dbdd98 (_sys_filter_end_date -> Date). Supports measures such as meas.act_time_alloc_reps, meas.act_time_alloc_reps_w_act_capt_level.",784db851-8b49-42ca-99be-90fa56772532
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_nlp_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_nlp_summary,"One row per ai_conf_nlp_summary record. Source fields include CRM, System, TrueAI prefixes. Related to LocalDateTable_f242b95c-b7ea-4a57-8aad-99193bfc89bc (_sys_filter_start_date -> Date). Supports measures such as meas.nlp_avg_confidence, meas.nlp_classfied_ratio.",80723354-1b4b-44cf-b991-6d16fde8862a
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_pred_qual_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_pred_qual_summary,"One row per ai_conf_pred_qual_summary record. Source fields include System prefixes. Related to LocalDateTable_edf4a222-9ae1-4915-9173-7f1bedd1a2a9 (_sys_filter_start_date -> Date), LocalDateTable_3035c574-0a99-49e2-a887-8c086e67dd9f (_sys_process_date -> Date). Supports measures such as meas.ai_conf_overall_score, meas.ai_conf_overall_score_instry_avg.",0d21c45d-579a-4b2f-8d78-9164865c4643
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,"One row per ai_conf_skills_summary summary record. Related to users (user_id -> _sys_doc_id), cal_end_dates (filter_start_date -> date). Supports measures such as meas.skills_reps, meas.skills_reps_with_scores.",8366b68f-eb81-4009-b4c5-46dae1a9cb66
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\cal_end_dates.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,cal_end_dates,"TODO: provide business definition for this table. Related to LocalDateTable_bab82619-28e3-41d4-97e7-0c4cc876d812 (date -> Date). Supports measures such as meas.filter_string, meas.data_asof.",0c87fa54-b3b7-47c2-9154-a95fcfb4b586
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,Derived entity for the audit log of company-level changes and quality metrics. Captures state changes from the first processing cycle onward; not retroactive.,96e8228f-611d-4e56-82dd-e1bf75e83d5e
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\completeness_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,completeness_summary,"One row per completeness_summary record. Source fields include CRM, System, TrueAI prefixes. Related to cal_end_dates (_sys_filter_start_date -> date), users (_sys_user_id -> _sys_doc_id). Supports measures such as meas.crm_completeness_score_display, meas.trueai_completeness_score.",3fb477da-2334-4131-be85-e28100904333
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\consistency_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,consistency_summary,"One row per consistency_summary record. Source fields include CRM, System, TrueAI prefixes. Related to cal_end_dates (_sys_filter_start_date -> date), users (_sys_user_id -> _sys_doc_id). Supports measures such as meas.crm_consistency_count_address_city, meas.crm_consistency_count_address_country.",5f7d346c-d097-4fee-b748-c946478a0dc7
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\contacts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,contacts,CRM entity for contact records enriched with TrueAI predictive insights.,e95d03ab-d655-415d-b942-9545f293c54c
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,"One row per dupe_summary record. Source fields include System prefixes. Related to cal_end_dates (_sys_filter_start_date -> date). Supports measures such as meas.crm_dupe_score, meas.crm_dupe_score_industry_avg_display.",f7b99aab-df1a-410a-affa-c6c31f68180a
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,CRM entity for lead records enriched with TrueAI predictive insights.,25e3e4ea-0df2-46dd-992e-aac0d8b5ee40
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,"Reference list of definitions for all AI-generated predictive and descriptive scores, including value ranges and interpretations.",080d003a-73c1-4455-bdea-735e2750dd7e
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores_analysis_categories.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores_analysis_categories,"Reference list for high-level AI score groupings (e.g., Momentum, Risk) used in reporting dashboards.",c982a1de-fbdd-4862-8f42-4e3cb9b62329
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores_category_links.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores_category_links,Reference list mapping individual predictive scores to their broader analysis categories.,367eaadf-25c4-454e-b64d-34ef80fe01d3
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_config.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_config,Reference list of all global configuration settings for the platform instance. Includes a list of keys and their current values.,f0a0c016-2aba-4908-a58f-9c816f41620c
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_graphics.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_graphics,Reference list for iconography and graphic assets used in the platform interface.,082acf99-4fd2-4404-830d-dcb1f51e99f5
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_heatmap_items.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_heatmap_items,"Reference list for heatmap visualization configuration, defining axes, scoring thresholds, and category buckets.",b3e1347c-dd81-42f6-bb5e-f578f33b1e2d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_reference_values.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_reference_values,Reference list of static normalized values used across various entities.,5ec3a8ec-d1e5-486c-8913-90236cd4aca1
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_rule_list.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_rule_list,"One row per metadata_rule_list record. Source fields include System prefixes. Supports measures such as meas.rules_list_std_crm_owner_rule_applied_count, meas.rules_list_non_crm_owner_rule_applied_count.",c0d8a31c-9321-47dd-a2f2-ba06726687cf
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\opp_line_items.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,opp_line_items,CRM entity for individual product or service entries linked to an Opportunity enriched with TrueAI predictive insights.,edae7c88-f01d-4324-822e-0bbf7f5f5b44
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\opps.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,opps,CRM entity for opportunity records enriched with TrueAI predictive insights.,4277295b-2fd7-47a1-b82b-5de4b447fb12
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\opps_histories.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,opps_histories,CRM entity for original opportunity history records enriched with TrueAI predictive insights.,651a6d1f-3df5-4883-8c2e-20a09ee08d51
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\report_versions.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,report_versions,TODO: provide business definition for this table. Related to LocalDateTable_7d2ccde7-5bca-40cc-8a42-23bd11b2b52f (release_date -> Date). Supports measures such as meas.report_versions_current_ver.,5d2f2f16-4794-44fe-95f6-985a6fb15e7f
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\sales_process_ssr_sample.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,sales_process_ssr_sample,"One row per sales_process_ssr_sample record. Source fields include CRM, System prefixes.",a8b58ede-c43c-4494-b826-df07844cd6e9
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\sales_process_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,sales_process_summary,"One row per sales_process_summary record. Source fields include System, TrueAI prefixes. Related to users (_sys_user_id -> _sys_doc_id), cal_end_dates (_sys_filter_start_date -> date). Supports measures such as meas.crm_sales_process_score_display, meas.crm_sales_process_score_industry_avg.",ef2e46a4-dc53-4296-88d6-ed05ebba1fa7
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ssr,Derived entity for the deduplicated and consolidated Single Sales Record (SSR). The source of truth for overall account performance and unified sales process tracking.,cb48d9a8-ea61-48bb-845c-67eb596f90f7
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ssr_history,Derived entity for the chronological log of transitions through the Single Sales Record (SSR) lifecycle. Sequence: Lead Gen -> Untouched -> Prospecting -> New Logo -> Post-Sales Support -> Existing Customer Selling.,c2ee1095-155a-44f5-a5af-efb2bc2dc2c5
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ssr_history_outcome_imgs.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ssr_history_outcome_imgs,One row per ssr_history_outcome_img event or snapshot.,d6ce09d7-b92c-4680-a9e8-bb22fca3ff72
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\users.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,users,CRM entity for the user recordsenriched with TrueAI predictive insights.,a820f8fc-c2ef-41f8-bc42-b46f25fc4f43
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\users_activities.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,users_activities,Derived entity for daily aggregates of user activity. One row per user per day. Provides high-level activity volume and type summaries. Historical depth: 6 years retroactive.,a59fe2a8-ecc7-48a3-9684-a6751216e7f1
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\users_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,users_history,"Derived entity for monthly snapshots of user-level performance. One row per user per month. Includes User metadata, Deal Intelligence (DI), Coaching Intelligence (CI), and Automatic Data Enhancement (ADE) metrics. Historical depth: 6 years retroactive.",44776101-2806-4700-a1fe-2ddb9f44c42c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\DateTableTemplate_dfd3ad22-e075-4dd2-8a37-f786e1929381.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,DateTableTemplate_dfd3ad22-e075-4dd2-8a37-f786e1929381,,f9b55968-c2d2-464f-950b-fefc47d8bc73
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\DimDiscountTier.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,DimDiscountTier,"TODO: provide business definition for this table. Source fields include TrueAI prefixes. Supports measures such as meas._debug_fmt, meas._test_number.",d1e7c278-7137-41ac-bc16-0582c183411d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\Discount_opps_validation.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,Discount_opps_validation,"One row per Discount_opps_validation record. Source fields include CRM, System, TrueAI prefixes. Related to LocalDateTable_a04e42e5-ea35-4cc7-9b58-ee916924399c (_sys_filt_end_date -> Date), LocalDateTable_13b27d40-24e2-4700-bed2-603274e2e1b1 (_sys_filt_start_date -> Date), LocalDateTable_bc8e04a1-9474-4128-a004-4fe38e7e150f (crm_close_date -> Date).",14abd22a-1aeb-4c96-836c-2deac8571fba
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_00c8eda7-d2cc-47a6-abb2-7588d268f093.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_00c8eda7-d2cc-47a6-abb2-7588d268f093,,464b3587-f267-48dd-bde6-b84185cdc8e5
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_0150aeab-9ee4-4ff3-9cea-e1f34f6e3e0a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_0150aeab-9ee4-4ff3-9cea-e1f34f6e3e0a,,362ccdb2-d2ce-4b7a-84f1-633323dd41a7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_02207aa1-5929-4872-86b3-60ace1acd3c9.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_02207aa1-5929-4872-86b3-60ace1acd3c9,,f3a4a6c0-5982-48fb-bb6a-3871562b470a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_02446a86-10d2-446a-9e36-c18b45dab416.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_02446a86-10d2-446a-9e36-c18b45dab416,,df5ccb22-b852-4a4f-89c2-beec09c99177
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_032ecec0-e14d-4d62-8ffc-0e2043a3076a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_032ecec0-e14d-4d62-8ffc-0e2043a3076a,,d0c0ffbf-41f3-4001-989a-6a8bf4c91df8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_049f8c8f-682c-4dba-871b-92ee40d713ba.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_049f8c8f-682c-4dba-871b-92ee40d713ba,,fab5570a-7415-457c-8910-495c983cbc3f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_06f69b28-80f3-4f09-95f9-6ec385e667c3.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_06f69b28-80f3-4f09-95f9-6ec385e667c3,,2f6594b5-ed33-445a-accc-845af99e39c9
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_0752fb46-2abf-4378-9541-c789e0fdc007.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_0752fb46-2abf-4378-9541-c789e0fdc007,,10c09268-5c21-4ede-ae85-d3e5bf6c8c2b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_094cc317-136e-43e7-a1df-9d2f6927bfe2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_094cc317-136e-43e7-a1df-9d2f6927bfe2,,3fa6a47c-93e0-44cc-b707-c4230e85f1df
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_097ce628-90f9-407d-90e7-33bef95bf0ac.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_097ce628-90f9-407d-90e7-33bef95bf0ac,,359df982-20ae-45b6-bf3b-9a32f30d6085
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_0af2d924-dc37-41fc-971e-5d67202c25be.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_0af2d924-dc37-41fc-971e-5d67202c25be,,0e103fb5-0c8e-419a-948d-2f9e129fed3f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_0d867766-6cb9-46d4-92e2-f5e481d9ddc5.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_0d867766-6cb9-46d4-92e2-f5e481d9ddc5,,328cbf62-15c6-4052-909d-53b4ea30e20c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_0e7e76d8-1e4d-4c7c-884a-6d7a8d5aa123.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_0e7e76d8-1e4d-4c7c-884a-6d7a8d5aa123,,d1c72606-53b6-477c-ac67-e902b6c7e2eb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_0f6ae111-65d8-40e0-91dc-679857e0b73d.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_0f6ae111-65d8-40e0-91dc-679857e0b73d,,f5db776d-61aa-4ff9-a48e-f9cf57714863
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_11197bed-ded4-4a7a-9aad-f88f5ce688a7.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_11197bed-ded4-4a7a-9aad-f88f5ce688a7,,6c4c4a53-2b5c-4a82-aaee-d481588ec88f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_11619a7a-5e06-4c9d-802d-b29c23d4b93b.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_11619a7a-5e06-4c9d-802d-b29c23d4b93b,,17627047-58fc-4d71-b55c-c257ca11d5a3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_11fc6c4a-c432-4ad2-a5ac-2daa6b506406.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_11fc6c4a-c432-4ad2-a5ac-2daa6b506406,,324fa273-12e0-438a-8870-978f39e489b7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_126bb43c-ff78-4621-9ac0-1d9d42f4fd2a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_126bb43c-ff78-4621-9ac0-1d9d42f4fd2a,,0e8ed830-8676-40e0-8edd-90135fa80e57
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_13b27d40-24e2-4700-bed2-603274e2e1b1.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_13b27d40-24e2-4700-bed2-603274e2e1b1,,111e56c1-922a-476e-aa32-c04f2cbc72eb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_13f4f704-f348-4cd9-8666-42fbbd986b71.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_13f4f704-f348-4cd9-8666-42fbbd986b71,,ed189988-0c6b-4687-8982-405dd27ac755
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_172225b5-5ae5-4387-b255-26965afe3ae5.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_172225b5-5ae5-4387-b255-26965afe3ae5,,149128cf-4414-40a2-92f0-193c9ee81b0b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_19d1b6a7-be79-4e3d-b4a6-59ac4888e2c9.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_19d1b6a7-be79-4e3d-b4a6-59ac4888e2c9,,56adf59d-dc3a-45a8-bcf0-2b5961c149aa
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_1a63f0a0-a64d-48de-8834-a68eb08e2b8c.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_1a63f0a0-a64d-48de-8834-a68eb08e2b8c,,c2d43770-4410-4805-a628-cd81564765cd
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_1c349e7f-5ccd-46ca-b4b5-15a9f36a653b.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_1c349e7f-5ccd-46ca-b4b5-15a9f36a653b,,e55f87a4-2e2c-4b71-b330-67877e18eb66
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_1ce22bbd-cf2b-452d-8add-87818a4e85bf.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_1ce22bbd-cf2b-452d-8add-87818a4e85bf,,2437c288-e498-4786-b5d1-54918b9e2b07
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_1d7cb91c-15c5-4c86-8226-bc81011ae637.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_1d7cb91c-15c5-4c86-8226-bc81011ae637,,766ebce5-eaaa-4d29-93ce-b979da0d68b8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_20544d6b-282d-4183-b0d2-0483e6e844b6.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_20544d6b-282d-4183-b0d2-0483e6e844b6,,eeaf41a5-2c5f-4ad7-aba4-e6ffb358b26b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_217ab739-8a64-49d5-806c-e186422d6f78.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_217ab739-8a64-49d5-806c-e186422d6f78,,c16ba453-e3b6-4912-9d15-8aadb7f07fa9
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_25d99602-55ec-45e8-a047-c2333956ef39.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_25d99602-55ec-45e8-a047-c2333956ef39,,f807a249-3b26-4233-b4f7-ca95461fd478
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_2720c721-e2f2-4d36-a491-4a5c0ee8b2b6.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_2720c721-e2f2-4d36-a491-4a5c0ee8b2b6,,279c3c42-0689-446b-b0bd-08979fd42101
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_276c649e-63fb-4366-901d-2918420af627.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_276c649e-63fb-4366-901d-2918420af627,,13f6042f-b10b-461d-ba0b-eb18ed56d6ce
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_283c648f-7798-4649-b863-e18c2f225724.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_283c648f-7798-4649-b863-e18c2f225724,,b2b18b4f-cc47-4e80-bfe4-d9aea6a7f429
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_289ea6e6-c2ff-4557-bf95-a3d15381bf26.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_289ea6e6-c2ff-4557-bf95-a3d15381bf26,,96c42cdd-ee0d-4d5c-a104-faebb947cf3e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\LocalDateTable_297e7bff-d1e4-4d4f-b1d9-3c09c0eda60a.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,LocalDateTable_297e7bff-d1e4-4d4f-b1d9-3c09c0eda60a,,c191a45e-1528-48c6-aff8-1629541c16cb
